 "id" $ "parag" $ "parag_value" $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68353" $ "Aladin suunnitteli yliopistollisia opintoja. Hän luopui aikeestaan pian ja jäi työskentelemään isänsä yritystoiminnan pariin. Jo 1890-luvun alussa hänellä oli omaa kauppatoimintaa, ainakin maitokauppa. Samaan aikaan hän oli harjoittelijana paikallisessa Suomen Yhdyspankin konttorissa." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68354" $ "Aladin peri isältään tämän liiketoiminnan kappaneuvoksen kuoltua loppuvuodesta 1896. Toimintaan kuului väkijuomateollisuutta, josta Hamina oli pienestä koostaan huolimatta kuulu. Aladin omisti yhdessä A. F. Nymalmin kanssa Fredrikshamns Spritfabriks Ab:n. Toisin kuin isänsä Aladin ei lähtenyt mukaan panimoalalle." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68355" $ "Muusta Aladinin harjoittamasta elintarviketeollisuudesta on mainittava Sippolan Turpaan tilan mylly, jonka Aladin osti 1913 tilakaupan yhteydessä William Ruthin perikunnalta. Isänsä tapaan nopealiikkeinen liikemies luopui jauhatuksesta hyvin pian ja myi myllyn edelleen." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68356" $ "Hamina oli menettänyt asemansa laivanvarustuksessa, ja siellä oli 1900-luvun alussa purjelaivojen lisäksi vain muutama pieni höyryalus, pääasiassa hinaajia ja rannikkoliikenteen aluksia. Kaupungissa oli 1910 yhteensä vain 10 laivaa, joista ainakin yhden parkin omisti Aladin." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68357" $ "Haminan sahateollisuuden johdossa säilyivät kauppaneuvos Carl Henrik Ahlqvist (kuoli 1909) ja Konstantin Aladin nuorempi isänsä jälkeen. Ahlqvistin Ristiniemen saha siirtyi uusille omistajille. Aladin jatkoi sahausta Tervasaaressa vuoteen 1927, jolloin hän möi sahalaitoksen Ristiniemi Oy:lle. Sama yhtiö omisti myös entisen Ahlqvistin sahan." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68358" $ "Samana vuonna kuin kauppaneuvos Aladin vanhempi kuoli (1896) tämän kauppaneuvoskollega – ja kova kilpailija Haminan liike-elämässä –Ahlqvist perusti sahansa lähelle lasitehtaan, jonka tuotteille riitti kysyntää paikkakunnan juomanvalmistuksen takia. Ahlqvistin kuoleman jälkeen muodostettiin nuoremman Aladinin johdolla yhtiö (Haminan Lasitehdas Oy), joka osti Ahlqvistin tehtaan." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68359" $ "Konstantin Aladin nuorempi oli isänsä lailla tarkkasilmäinen liiketoimintaympäristön muutosten seuraaja, vaikkakin muutokset olivat 2000-luvun mittapuun mukaan kovin verkkaiset. Esimerkiksi voi ottaa vedenjakelun. Kun Haminaan oltiin vasta suunnittelemassa kaupungin vesilaitosta, Aladin kiirehti rakentamaan keskustan talojaan varten heti vesijohdon. Vesilaitos rakennettiin vasta vuosia myöhemmin." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68360" $ "Konstantin Aladin oli 1900-luvun ensimmäisellä neljänneksellä Haminan kaupungin suurin henkilöveronmaksaja. Hän oli isänsä tapaan avarakätinen lahjoittaja. Elintarvikepulan aikana syksyllä 1917 Haminaan perustettiin kansankeittiö pääasiassa Aladin taloudellisen tuen ansiosta. Aladin huolehti pulavuosina myös sahansa työväestä lahjoittaen muun muassa syömäviljaa." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68361" $ "Aladinit olivat lahjoittaneet varoja jo 1910 sairashuonerahaston perustamiseksi. Rahaston koroilla kustannettiin yksi vapaapaikka varattomille haminalaisille. Sittemmin Aladinit antoivat varoja myös vanhainkodin perustamisrahastoon." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68362" $ "Vanhemman Aladinin haaveena oli ollut saada Haminaan oma kansakoulu seudun venäjänkielisille lapsille. Nuorempi Aladin jatkoi ponnisteluja antaen rahavaroja. Koulu rakennettiin vihdoin 1904. Nämä ansiot huomattiin: Konstantin Aladin nuorempi sai kauppaneuvoksen arvonimen 1904." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68363" $ "Konstantin Aladin vanhempi oli sekä Haminan kunnalliselämässä että paikkakunnan ortodoksisessa seurakunnassa tärkeä taustavaikuttaja, mutta nuorempi Aladin oli näkyvämpi toimija ja osallistui molempien tahojen luottamushallintoon." $
 "http://ldf.fi/nbf/p10205" $ "http://ldf.fi/nbf/biography/p68364" $ "Kauppaneuvos Aladin oli isänsä tapaan harras ortodoksisen seurakunnan tukija ja lujitti sen vaatimatonta taloutta. Esimerkiksi 1920 Aladin lahjoitti neljännesmiljoonaa markkaa papin palkkaamiseksi ja kirkon ylläpitämiseksi. Aladin tuki myös vapaapalokuntatoimintaa. Lisäksi on syytä mainita Raatihuoneen tornikellon lahjoittaminen." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85276" $ "K. O. Elfving oli keskeisin ja näkyvin vaikuttaja Suomen ruotsinkielisten metsäammattilaisten joukossa 1900-luvun alusta 1940-luvulle. Hän teki elämäntyönsä sekä metsäalan opettajana että metsänhoidon järjestötoiminnassa. Elfving oli usein kuultu puhuja ja alustaja erilaisissa metsänhoidon juhla- ja koulutustilaisuuksissa. Hänen asiantuntemustaan hyödynnettiin myös muun muassa yksityismetsäkomiteassa. Elfving oli perustamassa 1931 Skogsbruket-lehteä, jonka päätoimittaja hän oli 1933–1946." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85277" $ "Vaasassa 1872 syntynyt Karl Oskar Elfving jäi yksin äitinsä hoiviin jo alle neljävuotiaana, kun hänen isänsä, Vaasan pormestari Karl Oskar Elfving, kuoli vain 40-vuotiaana keväällä 1876. Helsingin Normallyceumissa 1892 suoritetun ylioppilastutkinnon jälkeen K. O. Elfving aloitti luonnontieteiden opinnot yliopistossa. Opiskelu yliopistossa vaihtui muutaman vuoden jälkeen metsäalan opintoihin Evon metsäopistossa, josta Elfving valmistui metsänhoitajaksi 1898." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85278" $ "Elfving työskenteli 1898–1905 metsänhoitotöissä eri puolilla Suomea sekä parisen vuotta opettajana Evon metsäopistossa. Kutsumus opetusalalle vei hänet 1905 opettajaksi Kurkijoen ylempään maamieskouluun. Elfving toimi 1908–1918 Sipoossa Söderkullan metsänvartijakoulun ensimmäisenä johtajana. Vaikka oppilaita koulutettiin metsänvartijakoulussa työnjohdollisiin tehtäviin, käytännön metsätöillä oli keskeinen asema opetuksessa. Sittemmin Elfving toimi vuoteen 1929 saakka Tammisaaren metsäkoulun johtajana." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85279" $ "Elfving kuului 1902–1919 Suomen Metsänhoitoyhdistyksen johtokuntaan. Hän hoiti tänä aikana toistakymmentä vuotta yhdistyksen sihteerin tehtäviä. Metsänystäväin Seura ja Suomen Metsänhoidonystävien Seura Tapio yhdistyivät joulukuussa 1907 Suomen Metsänhoitoyhdistys Tapioksi, johon kuului myös ruotsinkielisiä maanviljelysseuroja. Kolme vuotta myöhemmin, joulukuussa 1910 perustettiin Föreningen för Skogskultur. Elfving kuului ruotsinkielisen yhdistyksen kahdentoista perustajajäsenen joukkoon, ja hänet valittiin myös sen hallituksen jäseneksi. Tapio ja Skogskultur saivat hoitaakseen osan niistä metsänhoidollisista neuvonta- ja ohjaustehtävistä, jotka oli 1899 annettu maanviljelys- ja talousseurojen vastuulle. Seurojen metsäkursseilla paneuduttiin muun muassa harvennushakkuisiin ja metsien kylvö- ja istutustöihin." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85280" $ "Ruotsinkieliset maanviljelysseurat siirtyivät Tapiosta Skogskulturiin 1922. Tässä vaiheessa Elfving hoiti viimeksi mainitun puheenjohtajuutta, joka oli siirtynyt hänelle insinööri Albert Lindsay von Julinilta 1919. Elfving hoiti myös yhdistykseen vuoden 1920 lopulla perustettua toiminnanjohtajan tehtävää. Koska Elfvingin varsinainen päivätyö oli Tammisaaren metsäkoulun johtaminen, Tammisaaresta tuli vuosiksi yhdistyksen keskuspaikka." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85281" $ "Vuoden 1928 yksityismetsälaissa säädökset metsien hävittämisestä säilyivät lähes ennallaan. Uutta oli se, että kaikenlaisen nuoren metsän hakkuu muuten kuin harventamalla katsottiin metsän hävittämiseksi. Yksityismetsätalouden valvonta- ja neuvontatehtävät sälytettiin metsälautakunnille. Suomenkielisten metsälautakuntien keskuselimeksi tuli Keskusmetsäseura Tapio ja ruotsinkielisten Centralskogssällskapet Föreningen för Skogskultur, joka rakentui Föreningen för Skogskulturin pohjalle." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85282" $ "Elfving jatkoi uuden ruotsinkielisen keskusseuran puheen- ja toiminnanjohtajana. Keskusseuran kanslia avattiin kesäkuussa 1929 Lönnrotinkadulla Helsingissä, minne Elfving muutti Tammisaaresta. Ojitusosastoa varten vuokrattiin kaksi huonetta Kalevankadulta. Kesällä 1931 muutettiin Fredrikinkadulle ja kaksi vuotta myöhemmin Eteläesplanadille Hypoteekkiyhdistyksen taloon, josta muutettiin 1938 Kasarmikadulle. Vaasaan oli avattu 1937 sivukonttori, jossa oli Pohjanmaan metsänparannuspiirin kanslia." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85283" $ "Elfving jätti Skogskulturin toiminnanjohtajan tehtävät vuodenvaihteessa 1938–1939. Hänen seuraajakseen valittiin metsänhoitaja Harry Willman. Elfving jatkoi seuran puheenjohtajana vuoden 1942 loppuun ja Skogsbruket-lehden päätoimittajana aina kuolemaansa eli kesään 1946 asti. Elfvingistä oli tullut lehden päätoimittaja 1933 metsänhoitaja Erik Boreniuksen jälkeen. Elfving oli pohtinut jo 1920 julkaistussa seitsemänsivuisessa pienpainatteessa niitä toiveita ja odotuksia, jotka tulisi ottaa huomioon metsäalan lehden toimittamisessa. Skogsbruket on ollut ainoa ruotsinkielinen yksityismetsätalouden ammattilehti ja siten tärkeä tiedotuskanava metsänomistajille." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85284" $ "Elfving osallistui 1910-luvulla Sipoossa nuorisoseuratoimintaan sekä Tammisaaren vuosinaan kunnallispolitiikkaan muun muassa kaupunginvaltuustossa. Hän toimi myös suojeluskuntajärjestössä ja oli Societas pro Fauna et Flora Fennican sekä Helsingin Hyönteistieteellisen Yhdistyksen jäsen. Elfvingille myönnettiin hänen elämänsä aikana useita huomionosoituksia. Hän sai vastaanottaa metsäneuvoksen arvonimen Tammisaaren metsäkoulun 30-vuotisjuhlassa 1939." $
 "http://ldf.fi/nbf/p10421" $ "http://ldf.fi/nbf/biography/p85285" $ "K. O. Elfvingin nuorempi veli, filosofian tohtori Karl Östen Elfving (1874–1936) toimi Asutushallituksen ylijohtajana ja lähettiläänä Oslossa. Hän oli 1920-luvulla maatalousministerinä A. K. Cajanderin 1. ja 2. virkamieshallituksessa. Elfvingin sisar Jenny Maria Elfving (1871–1950) kunnostautui puutarhaviljelyksen ja puutarha-alan koulutuksen edistäjänä." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85576" $ "Paimiossa sijaitsevan Viksbergin kartanon omistaja Erik Dahlström oli merkittävä vaikuttaja useissa maatalousjärjestöissä sekä ruotsinkielisen kulttuurin edistäjä Varsinais-Suomessa." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85577" $ "Viksbergin eli Hevonpään kartano Paimionjoen suistossa meren äärellä on keskiaikainen rälssisäteri, Gyllenhierta-suvun kantatila, jonka epäilemättä tunnetuin omistaja oli 1800-luvun alkupuolella ministerivaltiosihteeri Robert Henrik Rehbinder. Kartanon omistajaksi tuli 1905 varakkaan turkulaisen liikemiessuvun jäsen Erik Dahlström." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85578" $ "Erik Dahlströmin isoisä, Carl Magnus Dahlström (1805–1875), oli kasvattanut alkujaan pienestä kauppahuoneestaan Krimin sodan jälkeen huomattavan monialayrityksen, joka harjoitti merenkulkua ja oli perustamassa monia Suomen varhaisen teollisuuden yrityksistä. Kuoltuaan C. M. Dahlström jätti jälkeensä mittavan omaisuuden, ja hänen kaksi poikaansa Ernst ja Magnus Dahlström jatkoivat isänsä työtä teollisuuden ja kauppamerenkulun yritysten kehittäjinä ja omistaja-vaikuttajina. Ernst Dahlströmin (1846–1924) ja Rosina Julinin avioliitosta syntyi kaksi poikaa, joista nuorempi oli Erik." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85579" $ "Suoritettuaan ylioppilastutkinnon ja asevelvollisuuden Erik Dahlström kirjoittautui 1898 opiskelemaan yliopistoon Helsinkiin. Hän ei kuitenkaan nähtävästi oikein löytänyt alaansa ja paikkaansa yliopisto-opintojen parissa, sillä käytyään suorittamassa joitakin opintoja myös Saksassa ja Yhdysvalloissa hän keskeytti kolmen vuoden jälkeen opintonsa ja siirtyi 1903 sukunsa kauppahuoneen palvelukseen." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85580" $ "Liikkeenjohto ei kuitenkaan alkanut vetää Dahlströmiä puoleensa, vaan hän osti 1905 Viksbergin kartanon Konstantin von Wendtiltä, joka avioliittojen kautta kuului Rehbinder-suvun perillisiin. Parin seuraavan vuosikymmenen ajan Dahlström ei enemmälti osallistunut julkiseen toimintaan, vaan kohdisti yhdessä puolisonsa Elisabet Heinefetterin kanssa työnsä Viksbergin kehittämiseen maanviljelystilana ja sen kartanomiljöön kunnostamiseen. Esimerkiksi kartanon laajaa puistoa alettiin entistää arkkitehti Bengt Schalinin suunnitelmia noudatellen alkuperäiseen, 1700-luvun geometriseen muotoon." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85581" $ "Dahlström osallistui mittavalla osuudella Viksbergin kartanon läheisyydessä sijaitsevan Pyhän Jaakobin kappelikirkon uudelleenrakentamiseen 1926. Tuosta ajanjaksosta näyttää tulleen eräänlainen käännekohta hänen elämäänsä, sillä hän alkoi osallistua varsin aktiivisesti maataloudelliseen järjestötoimintaan Lounais-Suomen ruotsinkielisissä yhdistyksissä. Näistä mainittakoon Sydvästra Finlands Jordbrukarklubbin puheenjohtajuus vuodesta 1927." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85582" $ "Dahlströmin kerrotaan olleen monille melko tuntematon, kun hänet valittiin 1934 Suomen Talousseuran (Finska Hushållningssällskapet) puheenjohtajaksi. Vuonna 1797 perustettu Talousseura on epäilemättä Suomen yhdistyksistä perinteikkäin. Kielikiistojen tuloksena oli 1904 perustettu suomenkielinen Lounais-Suomen maanviljelysseura, jolloin Suomen Talousseura oli keskittynyt Varsinais-Suomen ruotsinkielisten viljelijöiden neuvontaan." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85583" $ "Dahlströmin toiminnalle Suomen Talousseuran puheenjohtajana oli leimallista tiivis yhteydenpito Ruotsin maatalousjärjestöihin. Seura järjesti usein tutustumis- ja kurssimatkoja Ruotsiin. Vastaavasti Dahlström isännöi Viksbergissä usein ruotsalaisia maatalousalan delegaatioita. Hyvien suhteiden ja maiden välisen kanssakäymisen edistämisestä Dahlström nimettiin 1940-luvun alussa Ruotsin Pohjantähden ritarikunnan ritariksi." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85584" $ "Maatalouteen liittyvien järjestöjen johtotehtävien ohella Dahlströmille kertyi 1930-luvulla varsin paljon erilaisia luottamustoimia. Osa niistä tuli epäilemättä eräänlaisena sukuperintönä, sillä Dahlströmien yritystoiminta oli laajaa ja lisäksi Erik Dahlströmin isä ja setä olivat Turun keskeisimpiä kulttuurimesenaatteja 1800-luvun lopulla ja 1900-luvun alussa. Pelkästään suvun maineella ei Dahlström toki menestynyt, sillä aikalaiskuvauksien mukaan hän oli persoonana vähän pidättyvä, mutta tunnollinen, asiallinen ja ehdottoman oikeudenmukainen, minkä vuoksi hän oli luottamustoimissaan pidetty ja arvostettu." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85585" $ "Dahlströmin luottamustoimista mainittakoon Åbo Akademin säätiö, jonka hallituksen puheenjohtajana hän toimi vuodesta 1935 kuolemaansa asti. Tuohon aikaan säätiö vastasi kokonaan Suomen ainoan ruotsinkielisen yliopiston ylläpidosta. Samasta vuodesta alkaen Dahlström toimi Turun taidemuseon kokoelmia hallinnoivan Turun Taideyhdistyksen hallituksen puheenjohtajana sekä rahastonhoitajana. Luottamustoimien laajaa kirjoa täydensivät lukuisten yritysten hallinnot, muiden muassa vakuutusyhtiö Verdandi, metsäteollisuuskonserni Kymin Oy ja Helsingin Osakepankki." $
 "http://ldf.fi/nbf/p10425" $ "http://ldf.fi/nbf/biography/p85586" $ "Erik Dahlström kuoli yllättäen sydänkohtaukseen toukokuussa 1943. Viksbergin viljelyä jatkoi hänen tyttärensä Marianne Ingman, jonka tytär Christel Kirkus puolestaan emännöi kartanoa 2000-luvun alussa." $
 "http://ldf.fi/nbf/p1162" $ "http://ldf.fi/nbf/biography/p124588" $ "Suomen kansainvälisesti tunnetuin folkloristi Antti Aarne kehitti kansansatujen tyypittelyjärjestelmän, jota on käytetty yleisesti eri puolilla maailmaa. Aarnen menetelmä soveltui yleiskuvan hahmotteluun tietyn kulttuurialueen kertomuksista ja alueen satu- ja tarinatyypeistä." $
 "http://ldf.fi/nbf/p1162" $ "http://ldf.fi/nbf/biography/p124589" $ "Suomalaisen kansanrunoudentutkimuksen ensimmäinen kultakausi kesti noin 30 vuotta, 1880-luvun lopulta 1920-luvun loppuun. Tällöin kehkeytyi ja vakiintui perinnetekstien vertailuun perustuva maantieteellis-historiallinen menetelmä. Tutkimussuunnan keskushahmona oli Kaarle Krohn; hänen ympärilleen rakentui kuuluisa suomalainen koulukunta, joka sulki sisäänsä myös Krohnin kriitikot ja vertailevan menetelmän uudistajat. Antti Aarne on osoittautunut Krohnin oppilaista merkittävimmäksi. Hän uudisti Euroopan kansainvälisimmän perinnelajin, kansansatujen, tutkimuksen luomalla juonien typologian, jota käytetään edelleenkin ympäri maailmaa." $
 "http://ldf.fi/nbf/p1162" $ "http://ldf.fi/nbf/biography/p124590" $ "Aarnen elämänhistoriassa on kansallisen marttyyrilegendan aineksia. Hän oli syntyperältään ""kansanlapsi"", porilaisen sepän poika, joka jäi varhain orvoksi isästään ja kouluaikanaan myös äidistään. Lahjakkaana ja ahkerana Aarne kuitenkin suoriutui opinnoistaan hyvin. Hän valmistui ylioppilaaksi 1889 Porin yksityislyseosta ja filosofian kandidaatiksi Aleksanterin yliopistosta 1893. Vuodet 1895 - 1898 hän opiskeli venäjän kielen stipendiaattina Moskovassa ja kokosi samalla aineistoa kansansatuja käsittelevää väitöskirjaansa varten. Aarne väitteli filosofian tohtoriksi 1907; hän oli tällöin jo 39-vuotias." $
 "http://ldf.fi/nbf/p1162" $ "http://ldf.fi/nbf/biography/p124591" $ "Väitöskirjan viivästymisen syyt olivat taloudellisia: elättääkseen itsensä ja perheensä Aarne opetti suomen kieltä ensin Kokkolan suomalaisessa yhteiskoulussa ja vuodesta 1902 Sortavalan reaalilyseossa. Hän toimi ajoittain myös johtajana ja rehtorina. Tutkimuksen ja leipätyön yhdistäminen vaati veronsa, koska Aarne halusi hoitaa kaikki tehtävänsä hyvin. Pääsy suomalaisen ja vertailevan kansanrunoudentutkimuksen dosentiksi 1911 ei ratkaissut ristiriitaa. Hän pystyi kuitenkin työskentelemään ulkomailla 1913 - 1914, muun muassa Saksassa, Ranskassa ja Englannissa. Kokonaan tutkimukseen ja yliopisto-opetukseen hän pystyi omistautumaan vasta 1922, kun hänet nimitettiin Helsingin yliopiston ylimääräiseksi professoriksi. Hän kuitenkin kuoli jo runsaan kahden vuoden kuluttua 1925 ollessaan vasta 57-vuotias. Yllättävän poismenon syyksi aikalaiset arvelivat terveyden heikentymistä, jonka olivat aiheuttaneet ""pitkät ja raskaat työpäivät, joihin hän varattomana jo varhain sai tottua"" (Uno Holmberg)." $
